country,Indicator Name,2021,2022
Aruba,rule_of_law_estimate,1.247303724,1.278907537
Africa Eastern and Southern,rule_of_law_estimate,,
Afghanistan,rule_of_law_estimate,-1.87635684,-1.658442259
Africa Western and Central,rule_of_law_estimate,,
Angola,rule_of_law_estimate,-0.984480023,-1.021904588
Albania,rule_of_law_estimate,-0.280372351,-0.165779099
Andorra,rule_of_law_estimate,1.64212966,1.48544991
Arab World,rule_of_law_estimate,,
United Arab Emirates,rule_of_law_estimate,0.799450576,0.836642742
Argentina,rule_of_law_estimate,-0.476669818,-0.480682313
Armenia,rule_of_law_estimate,-0.119232148,-0.168567225
American Samoa,rule_of_law_estimate,1.138901711,1.221117854
Antigua and Barbuda,rule_of_law_estimate,0.303531021,0.391315579
Australia,rule_of_law_estimate,1.639288187,1.510085225
Austria,rule_of_law_estimate,1.752518773,1.705850244
Azerbaijan,rule_of_law_estimate,-0.606355965,-0.624645591
Burundi,rule_of_law_estimate,-1.312593341,-1.277139783
Belgium,rule_of_law_estimate,1.292380214,1.348942399
Benin,rule_of_law_estimate,-0.629469573,-0.602389514
Burkina Faso,rule_of_law_estimate,-0.464600652,-0.60767895
Bangladesh,rule_of_law_estimate,-0.625113249,-0.60133934
Bulgaria,rule_of_law_estimate,-0.068356052,-0.107211575
Bahrain,rule_of_law_estimate,0.441886842,0.438828617
"Bahamas, The",rule_of_law_estimate,0.070441306,0.133635864
Bosnia and Herzegovina,rule_of_law_estimate,-0.302860886,-0.306685209
Belarus,rule_of_law_estimate,-1.121383548,-1.221556544
Belize,rule_of_law_estimate,-0.8000862,-0.720759094
Bermuda,rule_of_law_estimate,0.635673702,0.692453921
Bolivia,rule_of_law_estimate,-1.176882386,-1.300902247
Brazil,rule_of_law_estimate,-0.300649881,-0.257250935
Barbados,rule_of_law_estimate,0.341037989,0.358760208
Brunei Darussalam,rule_of_law_estimate,0.8612082,0.934209585
Bhutan,rule_of_law_estimate,0.604691029,0.672034562
Botswana,rule_of_law_estimate,0.454513997,0.467351377
Central African Republic,rule_of_law_estimate,-1.688932657,-1.701157451
Canada,rule_of_law_estimate,1.593748927,1.566220164
Central Europe and the Baltics,rule_of_law_estimate,,
Switzerland,rule_of_law_estimate,1.768213391,1.751806736
Channel Islands,rule_of_law_estimate,,
Chile,rule_of_law_estimate,0.891350985,0.69040066
China,rule_of_law_estimate,0.010760916,-0.041443985
Cote d'Ivoire,rule_of_law_estimate,-0.661812484,-0.479640156
Cameroon,rule_of_law_estimate,-1.117601871,-1.045376182
"Congo, Dem. Rep.",rule_of_law_estimate,-1.72392869,-1.672433853
"Congo, Rep.",rule_of_law_estimate,-1.098482132,-1.089522958
Colombia,rule_of_law_estimate,-0.469918787,-0.426875532
Comoros,rule_of_law_estimate,-1.256778717,-1.313717961
Cabo Verde,rule_of_law_estimate,0.331181914,0.36523217
Costa Rica,rule_of_law_estimate,0.424208134,0.43657729
Caribbean small states,rule_of_law_estimate,,
Cuba,rule_of_law_estimate,-0.418762296,-0.45963496
Curacao,rule_of_law_estimate,,
