country,Indicator Name,2021,2022
Aruba,voice_and_accountability_estimate ,1.018640995,1.009181976
Africa Eastern and Southern,voice_and_accountability_estimate ,,
Afghanistan,voice_and_accountability_estimate ,-1.567889929,-1.751587272
Africa Western and Central,voice_and_accountability_estimate ,,
Angola,voice_and_accountability_estimate ,-0.85489428,-0.797131121
Albania,voice_and_accountability_estimate ,0.085914411,0.139465705
Andorra,voice_and_accountability_estimate ,1.033412814,1.102832913
Arab World,voice_and_accountability_estimate ,,
United Arab Emirates,voice_and_accountability_estimate ,-1.191664577,-1.127252579
Argentina,voice_and_accountability_estimate ,0.611695528,0.543526769
Armenia,voice_and_accountability_estimate ,0.054073099,0.08823394
American Samoa,voice_and_accountability_estimate ,0.960498691,0.95764786
Antigua and Barbuda,voice_and_accountability_estimate ,0.730730891,0.721560717
Australia,voice_and_accountability_estimate ,1.358394265,1.319480419
Austria,voice_and_accountability_estimate ,1.386760116,1.408760786
Azerbaijan,voice_and_accountability_estimate ,-1.52770555,-1.440835834
Burundi,voice_and_accountability_estimate ,-1.402987719,-1.387992978
Belgium,voice_and_accountability_estimate ,1.271479845,1.292608738
Benin,voice_and_accountability_estimate ,-0.242977664,-0.348290831
Burkina Faso,voice_and_accountability_estimate ,-0.118603125,-0.633902013
Bangladesh,voice_and_accountability_estimate ,-0.77454257,-0.752661884
Bulgaria,voice_and_accountability_estimate ,0.284617066,0.285204858
Bahrain,voice_and_accountability_estimate ,-1.49894762,-1.417561769
"Bahamas, The",voice_and_accountability_estimate ,0.904381931,0.869135797
Bosnia and Herzegovina,voice_and_accountability_estimate ,-0.316597819,-0.325712889
Belarus,voice_and_accountability_estimate ,-1.5807724,-1.626395226
Belize,voice_and_accountability_estimate ,0.542922258,0.532865047
Bermuda,voice_and_accountability_estimate ,,
Bolivia,voice_and_accountability_estimate ,-0.114208892,-0.198109388
Brazil,voice_and_accountability_estimate ,0.255604923,0.214864358
Barbados,voice_and_accountability_estimate ,1.121885657,1.128645539
Brunei Darussalam,voice_and_accountability_estimate ,-0.848819256,-0.816516161
Bhutan,voice_and_accountability_estimate ,0.219684556,0.155555993
Botswana,voice_and_accountability_estimate ,0.451135844,0.446497649
Central African Republic,voice_and_accountability_estimate ,-1.194455147,-1.21139431
Canada,voice_and_accountability_estimate ,1.445782304,1.434968352
Central Europe and the Baltics,voice_and_accountability_estimate ,,
Switzerland,voice_and_accountability_estimate ,1.541601181,1.615559578
Channel Islands,voice_and_accountability_estimate ,,
Chile,voice_and_accountability_estimate ,0.958194435,0.972975135
China,voice_and_accountability_estimate ,-1.642867684,-1.609574914
Cote d'Ivoire,voice_and_accountability_estimate ,-0.475123227,-0.417194635
Cameroon,voice_and_accountability_estimate ,-1.161666274,-1.148244619
"Congo, Dem. Rep.",voice_and_accountability_estimate ,-1.185847282,-1.183693051
"Congo, Rep.",voice_and_accountability_estimate ,-1.236743093,-1.199183702
Colombia,voice_and_accountability_estimate ,0.094382107,0.166357532
Comoros,voice_and_accountability_estimate ,-0.741578817,-0.868450522
Cabo Verde,voice_and_accountability_estimate ,0.928584516,0.935108244
Costa Rica,voice_and_accountability_estimate ,1.08112514,1.06959331
Caribbean small states,voice_and_accountability_estimate ,,
Cuba,voice_and_accountability_estimate ,-1.422821403,-1.339495063
Curacao,voice_and_accountability_estimate ,,
Cayman Islands,voice_and_accountability_estimate ,0.759853065,0.752333164
Cyprus,voice_and_accountability_estimate ,0.856516123,0.846960843
Czechia,voice_and_accountability_estimate ,1.008880258,1.037314415
Germany,voice_and_accountability_estimate ,1.420018077,1.409542441
Djibouti,voice_and_accountability_estimate ,-1.295277119,-1.287063956
Dominica,voice_and_accountability_estimate ,0.813615263,0.794093907
Denmark,voice_and_accountability_estimate ,1.545294881,1.585866094
Dominican Republic,voice_and_accountability_estimate ,0.295457333,0.310950071
Algeria,voice_and_accountability_estimate ,-1.009323955,-1.003874183
East Asia & Pacific (excluding high income),voice_and_accountability_estimate ,,
Early-demographic dividend,voice_and_accountability_estimate ,,
East Asia & Pacific,voice_and_accountability_estimate ,,
Europe & Central Asia (excluding high income),voice_and_accountability_estimate ,,
Europe & Central Asia,voice_and_accountability_estimate ,,
Ecuador,voice_and_accountability_estimate ,0.100769483,0.025918409
"Egypt, Arab Rep.",voice_and_accountability_estimate ,-1.507089853,-1.451588035
Euro area,voice_and_accountability_estimate ,,
Eritrea,voice_and_accountability_estimate ,-1.930160284,-1.879930735
Spain,voice_and_accountability_estimate ,1.000158072,1.013012767
Estonia,voice_and_accountability_estimate ,1.180002928,1.197730541
Ethiopia,voice_and_accountability_estimate ,-1.072550178,-1.048582554
European Union,voice_and_accountability_estimate ,,
Fragile and conflict affected situations,voice_and_accountability_estimate ,,
Finland,voice_and_accountability_estimate ,1.609824777,1.601619482
Fiji,voice_and_accountability_estimate ,-0.166248158,-0.149171755
France,voice_and_accountability_estimate ,1.104692459,1.105864763
Faroe Islands,voice_and_accountability_estimate ,,
"Micronesia, Fed. Sts.",voice_and_accountability_estimate ,1.113457561,1.130898833
Gabon,voice_and_accountability_estimate ,-0.893327057,-0.879000068
United Kingdom,voice_and_accountability_estimate ,1.264684796,1.232192636
Georgia,voice_and_accountability_estimate ,0.010405933,0.013737321
Ghana,voice_and_accountability_estimate ,0.462129205,0.394973695
Gibraltar,voice_and_accountability_estimate ,,
Guinea,voice_and_accountability_estimate ,-0.988577724,-1.074987411
"Gambia, The",voice_and_accountability_estimate ,-0.105402499,-0.041429807
Guinea-Bissau,voice_and_accountability_estimate ,-0.239976645,-0.394754052
Equatorial Guinea,voice_and_accountability_estimate ,-1.713658452,-1.668113351
Greece,voice_and_accountability_estimate ,0.94583106,0.953022003
Grenada,voice_and_accountability_estimate ,0.725593209,0.703290701
Greenland,voice_and_accountability_estimate ,1.277428865,1.26603055
Guatemala,voice_and_accountability_estimate ,-0.464397669,-0.523062348
Guam,voice_and_accountability_estimate ,1.10831809,1.102079868
Guyana,voice_and_accountability_estimate ,0.24064225,0.191786617
High income,voice_and_accountability_estimate ,,
"Hong Kong SAR, China",voice_and_accountability_estimate ,-0.255466372,-0.406677544
Honduras,voice_and_accountability_estimate ,-0.589030981,-0.49180308
Heavily indebted poor countries (HIPC),voice_and_accountability_estimate ,,
Croatia,voice_and_accountability_estimate ,0.601966202,0.613270462
Haiti,voice_and_accountability_estimate ,-0.952238917,-1.191992998
Hungary,voice_and_accountability_estimate ,0.397210419,0.422079831
IBRD only,voice_and_accountability_estimate ,,
IDA & IBRD total,voice_and_accountability_estimate ,,
