country,Indicator Name,2021,2022
Aruba,political_stability_estimate,1.431547046,1.474684358
Africa Eastern and Southern,political_stability_estimate,,
Afghanistan,political_stability_estimate,-2.518530369,-2.550801754
Africa Western and Central,political_stability_estimate,,
Angola,political_stability_estimate,-0.709369481,-0.64624089
Albania,political_stability_estimate,0.196294025,0.114945494
Andorra,political_stability_estimate,1.581067443,1.587736487
Arab World,political_stability_estimate,,
United Arab Emirates,political_stability_estimate,0.597461224,0.700785339
Argentina,political_stability_estimate,0.000468279,-0.009163282
Armenia,political_stability_estimate,-0.804036558,-0.797183931
American Samoa,political_stability_estimate,1.068576336,1.128859043
Antigua and Barbuda,political_stability_estimate,0.949530005,0.943862259
Australia,political_stability_estimate,0.835315883,0.933572054
Austria,political_stability_estimate,0.899418652,0.637995362
Azerbaijan,political_stability_estimate,-0.837816358,-0.931885719
Burundi,political_stability_estimate,-1.258357525,-1.188869476
Belgium,political_stability_estimate,0.662566304,0.575668812
Benin,political_stability_estimate,-0.396347791,-0.349461377
Burkina Faso,political_stability_estimate,-1.642869711,-1.782517433
Bangladesh,political_stability_estimate,-1.036632776,-1.092371106
Bulgaria,political_stability_estimate,0.364647597,0.24625206
Bahrain,political_stability_estimate,-0.524779737,-0.407028496
"Bahamas, The",political_stability_estimate,0.850836754,0.883432567
Bosnia and Herzegovina,political_stability_estimate,-0.421767116,-0.43937102
Belarus,political_stability_estimate,-0.754245222,-0.793873549
Belize,political_stability_estimate,0.272381902,0.426349759
Bermuda,political_stability_estimate,1.002396107,1.034533978
Bolivia,political_stability_estimate,-0.278813034,-0.283260942
Brazil,political_stability_estimate,-0.41969654,-0.3314659
Barbados,political_stability_estimate,1.118416667,1.15202713
Brunei Darussalam,political_stability_estimate,1.171651721,1.257367969
Bhutan,political_stability_estimate,0.797127724,0.864817739
Botswana,political_stability_estimate,1.041259646,1.077516079
Central African Republic,political_stability_estimate,-2.12673974,-2.162472963
Canada,political_stability_estimate,0.962195992,0.772814035
Central Europe and the Baltics,political_stability_estimate,,
Switzerland,political_stability_estimate,1.115222096,1.161139727
Channel Islands,political_stability_estimate,,
Chile,political_stability_estimate,0.161352158,0.118578859
China,political_stability_estimate,-0.516728878,-0.441073626
Cote d'Ivoire,political_stability_estimate,-0.715018511,-0.516378641
Cameroon,political_stability_estimate,-1.394035697,-1.352949023
"Congo, Dem. Rep.",political_stability_estimate,-1.657812476,-1.977746248
"Congo, Rep.",political_stability_estimate,-0.229479313,-0.016906014
Colombia,political_stability_estimate,-0.954557538,-0.641925931
Comoros,political_stability_estimate,-0.228033617,-0.230514869
Cabo Verde,political_stability_estimate,0.894233108,0.929428399
Costa Rica,political_stability_estimate,0.860289991,0.954446793
Caribbean small states,political_stability_estimate,,
Cuba,political_stability_estimate,0.392701924,0.499521583
Curacao,political_stability_estimate,,
Cayman Islands,political_stability_estimate,1.624580383,1.649437666
Cyprus,political_stability_estimate,0.422054201,0.41863507
Czechia,political_stability_estimate,0.947398126,0.81544137
Germany,political_stability_estimate,0.725666702,0.614759147
Djibouti,political_stability_estimate,-0.56633985,-0.508419454
Dominica,political_stability_estimate,1.333959103,1.298232317
Denmark,political_stability_estimate,0.928524494,0.865008831
Dominican Republic,political_stability_estimate,0.287300646,0.328113049
