country,Indicator Name,2021
Aruba,death_rate,11.235
Africa Eastern and Southern,death_rate,8.03689904
Afghanistan,death_rate,7.344
Africa Western and Central,death_rate,10.67895205
Angola,death_rate,8.009
Albania,death_rate,11.325
Andorra,death_rate,
Arab World,death_rate,5.750367447
United Arab Emirates,death_rate,1.874
Argentina,death_rate,8.955
Armenia,death_rate,13.007
American Samoa,death_rate,
Antigua and Barbuda,death_rate,6.365
Australia,death_rate,6.7
Austria,death_rate,10.3
Azerbaijan,death_rate,7.6
Burundi,death_rate,7.474
Belgium,death_rate,9.7
Benin,death_rate,9.434
Burkina Faso,death_rate,8.958
Bangladesh,death_rate,5.68
Bulgaria,death_rate,21.7
Bahrain,death_rate,2.479
"Bahamas, The",death_rate,8.986
Bosnia and Herzegovina,death_rate,15.712
Belarus,death_rate,16.544
Belize,death_rate,6.353
Bermuda,death_rate,11.3
Bolivia,death_rate,9.945
Brazil,death_rate,8.326
Barbados,death_rate,9.007
Brunei Darussalam,death_rate,5.211
Bhutan,death_rate,6.477
Botswana,death_rate,9.461
Central African Republic,death_rate,11.393
Canada,death_rate,7.8
Central Europe and the Baltics,death_rate,15.39580823
Switzerland,death_rate,8.2
Channel Islands,death_rate,8.449007719
Chile,death_rate,7.426
China,death_rate,7.18
Cote d'Ivoire,death_rate,9.001
Cameroon,death_rate,8.582
"Congo, Dem. Rep.",death_rate,9.7
"Congo, Rep.",death_rate,7.063
Colombia,death_rate,7.735
Comoros,death_rate,8.718
Cabo Verde,death_rate,6.028
Costa Rica,death_rate,7.192
Caribbean small states,death_rate,8.940124352
Cuba,death_rate,14.652
Curacao,death_rate,11.1
Cayman Islands,death_rate,4
Cyprus,death_rate,7.257
Czechia,death_rate,13.3
Germany,death_rate,12.3
Djibouti,death_rate,9.147
Dominica,death_rate,8.986
Denmark,death_rate,9.8
Dominican Republic,death_rate,6.678
Algeria,death_rate,4.546
East Asia & Pacific (excluding high income),death_rate,7.654669016
Early-demographic dividend,death_rate,8.302286528
East Asia & Pacific,death_rate,7.818552995
Europe & Central Asia (excluding high income),death_rate,12.51694653
Europe & Central Asia,death_rate,11.85650082
Ecuador,death_rate,6.719
"Egypt, Arab Rep.",death_rate,6.327
Euro area,death_rate,11.11442837
Eritrea,death_rate,6.729
Spain,death_rate,9.5
Estonia,death_rate,14
Ethiopia,death_rate,6.776
European Union,death_rate,11.86123999
Fragile and conflict affected situations,death_rate,9.577499012
Finland,death_rate,10.4
Fiji,death_rate,8.859
France,death_rate,9.7
Faroe Islands,death_rate,8.1
"Micronesia, Fed. Sts.",death_rate,6.211
Gabon,death_rate,7.258
United Kingdom,death_rate,9.7
Georgia,death_rate,15.166
Ghana,death_rate,7.627
Gibraltar,death_rate,11.546
Guinea,death_rate,9.99
"Gambia, The",death_rate,7.543
Guinea-Bissau,death_rate,8.716
Equatorial Guinea,death_rate,9.042
Greece,death_rate,13.5
Grenada,death_rate,8.151
Greenland,death_rate,9.4
Guatemala,death_rate,6.504
Guam,death_rate,7.337
Guyana,death_rate,9.987
