country,Indicator Name,2021
Aruba,land_area,180
Africa Eastern and Southern,land_area,14845090.09
Afghanistan,land_area,652230
Africa Western and Central,land_area,9045773
Angola,land_area,1246700
Albania,land_area,27400
Andorra,land_area,470
Arab World,land_area,13100559
United Arab Emirates,land_area,71020
Argentina,land_area,2736690
Armenia,land_area,28470
American Samoa,land_area,200
Antigua and Barbuda,land_area,440
Australia,land_area,7692020
Austria,land_area,82520
Azerbaijan,land_area,82650
Burundi,land_area,25680
Belgium,land_area,30280
Benin,land_area,112760
Burkina Faso,land_area,273600
Bangladesh,land_area,130170
Bulgaria,land_area,108560
Bahrain,land_area,790
"Bahamas, The",land_area,10010
Bosnia and Herzegovina,land_area,51200
Belarus,land_area,202950
Belize,land_area,22810
Bermuda,land_area,54
Bolivia,land_area,1083300
Brazil,land_area,8358140
Barbados,land_area,430
Brunei Darussalam,land_area,5270
Bhutan,land_area,38140
Botswana,land_area,566730
Central African Republic,land_area,622980
Canada,land_area,8788700
Central Europe and the Baltics,land_area,1104953.23
Switzerland,land_area,39509.63
Channel Islands,land_area,198
Chile,land_area,743532
China,land_area,9388210
Cote d'Ivoire,land_area,318000
Cameroon,land_area,472710
"Congo, Dem. Rep.",land_area,2267050
"Congo, Rep.",land_area,341500
Colombia,land_area,1109500
Comoros,land_area,1861
Cabo Verde,land_area,4030
Costa Rica,land_area,51060
Caribbean small states,land_area,404850
Cuba,land_area,103800
Curacao,land_area,444
Cayman Islands,land_area,240
Cyprus,land_area,9240
Czechia,land_area,77186.83
Germany,land_area,349390
Djibouti,land_area,23180
Dominica,land_area,750
Denmark,land_area,40000
Dominican Republic,land_area,47531
Algeria,land_area,2381741
East Asia & Pacific (excluding high income),land_area,16001571.47
Early-demographic dividend,land_area,33324923.74
East Asia & Pacific,land_area,24484453.47
Europe & Central Asia (excluding high income),land_area,22393223
Europe & Central Asia,land_area,27440754.49
Ecuador,land_area,248360
"Egypt, Arab Rep.",land_area,995450
Euro area,land_area,2680151.404
Eritrea,land_area,121040.829
Spain,land_area,499733.244
Estonia,land_area,42750
Ethiopia,land_area,1128571.265
European Union,land_area,3996581.774
Fragile and conflict affected situations,land_area,20454306.09
Finland,land_area,303947.7
Fiji,land_area,18270
France,land_area,547557
Faroe Islands,land_area,1370
"Micronesia, Fed. Sts.",land_area,700
Gabon,land_area,257670
United Kingdom,land_area,241930
Georgia,land_area,69490
Ghana,land_area,227533
Gibraltar,land_area,10
Guinea,land_area,245720
"Gambia, The",land_area,10120
Guinea-Bissau,land_area,28120
Equatorial Guinea,land_area,28050
Greece,land_area,128900
Grenada,land_area,340
Greenland,land_area,410450
Guatemala,land_area,107160
Guam,land_area,540
Guyana,land_area,196850
High income,land_area,35266437.49
"Hong Kong SAR, China",land_area,1050
Honduras,land_area,111890
Heavily indebted poor countries (HIPC),land_area,19394766.09
Croatia,land_area,55960
Haiti,land_area,27560
Hungary,land_area,91260
IBRD only,land_area,70980294.47
IDA & IBRD total,land_area,96069043.56
IDA total,land_area,25088749.09
IDA blend,land_area,4384623
Indonesia,land_area,1892555.47
IDA only,land_area,20704126.09
Isle of Man,land_area,570
India,land_area,2973190
Not classified,land_area,
Ireland,land_area,68890
"Iran, Islamic Rep.",land_area,1622500
Iraq,land_area,434128
Iceland,land_area,100830
Israel,land_area,21640
Italy,land_area,295717
Jamaica,land_area,10830
Jordan,land_area,88794
Japan,land_area,364500
Kazakhstan,land_area,2699700
Kenya,land_area,569140
